time	susceptible	severe	exposed	overflow	ICU	infectious	cumulative_recovered	cumulative_hospitalized	cumulative_critical	cumulative_fatality
2020-06-06	37160489	10845	463742	2381	7345	238202	1623600	57083	21712	5618
2020-06-07	37056666	11267	478624	2801	7345	246685	1702867	59881	22855	5966
2020-06-08	36949820	11698	493581	3231	7345	255275	1784940	62776	24043	6332
2020-06-09	36839952	12137	508590	3673	7345	263959	1869851	65772	25277	6715
2020-06-10	36727069	12583	523627	4126	7345	272725	1957631	68869	26556	7116
2020-06-11	36611180	13037	538672	4589	7345	281557	2048306	72068	27882	7535
2020-06-12	36492300	13497	553704	5063	7345	290444	2141895	75370	29255	7974
2020-06-13	36370444	13963	568705	5548	7345	299370	2238416	78774	30676	8431
2020-06-14	36245632	14434	583654	6043	7345	308324	2337882	82282	32147	8909
2020-06-15	36117889	14909	598533	6548	7345	317292	2440299	85894	33666	9407
2020-06-16	35987245	15389	613321	7063	7345	326263	2545671	89610	35235	9925
2020-06-17	35853736	15872	627995	7587	7345	335223	2654000	93430	36854	10464
2020-06-18	35717403	16358	642532	8120	7345	344161	2765279	97353	38524	11025
2020-06-19	35578290	16846	656907	8662	7345	353064	2879501	101380	40244	11607
2020-06-20	35436447	17336	671097	9212	7345	361920	2996654	105510	42015	12211
2020-06-21	35291932	17826	685077	9769	7345	370714	3116721	109743	43837	12838
2020-06-22	35144805	18317	698821	10333	7345	379434	3239679	114077	45710	13487
2020-06-23	34995132	18808	712304	10904	7345	388065	3365505	118511	47635	14159
2020-06-24	34842984	19297	725499	11482	7345	396594	3494167	123046	49610	14854
2020-06-25	34688440	19785	738380	12064	7345	405004	3625631	127678	51636	15573
2020-06-26	34531581	20270	750921	12652	7345	413282	3759856	132407	53714	16315
2020-06-27	34372496	20752	763094	13244	7345	421412	3896798	137232	55841	17081
2020-06-28	34211279	21230	774874	13839	7345	429380	4036406	142150	58019	17870
2020-06-29	34048027	21703	786232	14437	7345	437168	4178625	147160	60246	18684
2020-06-30	33882844	22171	797143	15038	7345	444762	4323397	152259	62523	19522
2020-07-01	33715840	22632	807581	15640	7345	452146	4470654	157446	64848	20384
2020-07-02	33547125	23086	817523	16243	7345	459304	4620327	162717	67221	21270
2020-07-03	33376814	23533	826945	16845	7345	466220	4772340	168070	69641	22180
2020-07-04	33205027	23970	835828	17447	7345	472878	4926612	173501	72107	23115
2020-07-05	33031885	24398	844151	18047	7345	479265	5083057	179009	74619	24073
2020-07-06	32857512	24816	851898	18645	7345	485366	5241585	184590	77175	25056
2020-07-07	32682035	25222	859053	19239	7345	491167	5402099	190240	79774	26063
2020-07-08	32505581	25616	865602	19828	7345	496655	5564502	195956	82415	27093
2020-07-09	32328281	25998	871531	20413	7345	501819	5728687	201734	85097	28147
2020-07-10	32150266	26366	876832	20991	7345	506648	5894549	207571	87818	29224
2020-07-11	31971666	26720	881496	21562	7345	511132	6061976	213462	90578	30325
2020-07-12	31792614	27058	885515	22125	7345	515262	6230854	219403	93374	31448
2020-07-13	31613240	27382	888887	22680	7345	519030	6401065	225391	96204	32594
2020-07-14	31433674	27689	891609	23224	7345	522429	6572490	231420	99069	33762
2020-07-15	31254048	27979	893679	23758	7345	525454	6745008	237488	101964	34951
2020-07-16	31074487	28251	895101	24280	7345	528100	6918494	243589	104890	36162
2020-07-17	30895120	28506	895878	24790	7345	530364	7092824	249719	107843	37393
2020-07-18	30716070	28743	896015	25287	7345	532244	7267872	255873	110823	38645
2020-07-19	30537460	28961	895520	25769	7345	533738	7443512	262048	113827	39917
2020-07-20	30359408	29160	894401	26236	7345	534848	7619616	268238	116853	41207
2020-07-21	30182031	29340	892669	26688	7345	535574	7796059	274440	119899	42517
2020-07-22	30005442	29501	890336	27123	7345	535918	7972714	280648	122964	43844
2020-07-23	29829750	29642	887416	27540	7345	535885	8149457	286858	126045	45188
2020-07-24	29655061	29763	883924	27940	7345	535479	8326162	293067	129140	46548
2020-07-25	29481477	29864	879876	28321	7345	534705	8502709	299269	132248	47925
2020-07-26	29309095	29946	875291	28684	7345	533570	8678976	305461	135365	49316
2020-07-27	29138008	30007	870187	29026	7345	532081	8854846	311638	138491	50722
2020-07-28	28968305	30050	864583	29349	7345	530247	9030202	317796	141623	52141
2020-07-29	28800071	30072	858501	29650	7345	528077	9204932	323932	144758	53573
2020-07-30	28633384	30076	851962	29931	7345	525581	9378926	330041	147896	55017
2020-07-31	28468320	30060	844989	30190	7345	522768	9552078	336119	151034	56471
2020-08-01	28304949	30026	837603	30428	7345	519652	9724284	342164	154170	57936
2020-08-02	28143334	29973	829828	30644	7345	516242	9895445	348171	157301	59410
2020-08-03	27983538	29903	821687	30838	7345	512552	10065466	354138	160427	60892
2020-08-04	27825616	29815	813204	31010	7345	508595	10234256	360060	163546	62382
2020-08-05	27669619	29709	804402	31159	7345	504383	10401727	365936	166654	63878
2020-08-06	27515592	29587	795305	31286	7345	499929	10567797	371762	169752	65380
2020-08-07	27363578	29449	785935	31391	7345	495249	10732387	377535	172836	66887
2020-08-08	27213615	29296	776317	31473	7345	490354	10895424	383253	175906	68398
2020-08-09	27065735	29127	766473	31534	7345	485259	11056838	388913	178960	69911
2020-08-10	26919966	28944	756426	31573	7345	479977	11216564	394514	181996	71427
2020-08-11	26776333	28747	746197	31590	7345	474524	11374542	400052	185013	72944
2020-08-12	26634856	28538	735809	31585	7345	468911	11530715	405527	188009	74462
2020-08-13	26495553	28315	725282	31560	7345	463154	11685034	410936	190983	75978
2020-08-14	26358435	28081	714637	31514	7345	457265	11837451	416278	193933	77494
2020-08-15	26223512	27836	703894	31447	7345	451258	11987923	421550	196859	79008
2020-08-16	26090790	27580	693071	31361	7345	445145	12136412	426753	199760	80518
2020-08-17	25960271	27314	682188	31255	7345	438939	12282886	431885	202633	82025
2020-08-18	25831954	27038	671261	31130	7345	432653	12427313	436944	205479	83527
2020-08-19	25705836	26755	660308	30987	7345	426299	12569668	441930	208296	85024
2020-08-20	25581910	26463	649346	30825	7345	419888	12709929	446843	211083	86515
2020-08-21	25460166	26164	638389	30647	7345	413432	12848079	451680	213840	88000
2020-08-22	25340594	25859	627452	30452	7345	406941	12984103	456443	216566	89476
2020-08-23	25223179	25547	616549	30240	7345	400426	13117991	461131	219260	90945
2020-08-24	25107905	25230	605693	30013	7345	393896	13249734	465742	221921	92405
2020-08-25	24994753	24908	594897	29771	7345	387362	13379329	470279	224550	93856
2020-08-26	24883704	24582	584172	29515	7345	380832	13506774	474739	227145	95297
2020-08-27	24774735	24252	573529	29246	7345	374315	13632072	479124	229705	96728
2020-08-28	24667823	23919	562978	28963	7345	367819	13755227	483433	232232	98147
2020-08-29	24562943	23584	552528	28669	7345	361353	13876246	487668	234724	99555
2020-08-30	24460068	23246	542187	28362	7345	354922	13995140	491827	237181	100951
2020-08-31	24359172	22907	531964	28045	7345	348534	14111921	495912	239603	102335
2020-09-01	24260225	22566	521866	27718	7345	342195	14226602	499924	241989	103706
