time	susceptible	severe	exposed	overflow	ICU	infectious	cumulative_recovered	cumulative_hospitalized	cumulative_critical	cumulative_fatality
2020-04-23	324395322	30528	1798773	0	19830	799024	2950069	104459	33644	6453
2020-04-24	323948531	32957	1914248	0	21624	856838	3218665	113966	36901	7137
2020-04-25	323475871	35517	2033515	0	23542	917145	3506527	124154	40415	7883
2020-04-26	322976658	38209	2156470	0	25591	979905	3814471	135050	44200	8695
2020-04-27	322450224	41033	2283020	0	27775	1045071	4143300	146685	48269	9576
2020-04-28	321895901	43989	2413085	0	30097	1112592	4493803	159085	52637	10532
2020-04-29	321313021	47077	2546611	0	32562	1182414	4866748	172277	57316	11568
2020-04-30	320700899	50295	2683573	0	35172	1254485	5262889	186288	62321	12687
2020-05-01	320058825	53642	2823984	0	37931	1328759	5682964	201143	67665	13896
2020-05-02	319386048	57117	2967906	0	40841	1405196	6127694	216868	73362	15199
2020-05-03	318681778	60719	3115436	0	43905	1483770	6597790	233489	79425	16601
2020-05-04	317945217	64448	3266675	0	47125	1564471	7093958	251029	85866	18107
2020-05-05	317175561	68301	3421707	1003	49499	1647305	7616900	269513	92700	19724
2020-05-06	316372003	72278	3580608	4460	49499	1732294	8167322	288966	99939	21535
2020-05-07	315533724	76377	3743440	7964	49499	1819470	8745940	309413	107596	23587
2020-05-08	314659904	80593	3910256	11520	49499	1908867	9353479	330880	115684	25882
2020-05-09	313749721	84927	4081097	15135	49499	2000522	9990676	353393	124213	28423
2020-05-10	312802357	89377	4255987	18815	49499	2094472	10658278	376977	133198	31214
2020-05-11	311817009	93945	4434926	22564	49499	2190750	11357046	401660	142649	34261
2020-05-12	310792894	98631	4617891	26387	49499	2289383	12087749	427468	152578	37567
2020-05-13	309729262	103435	4804822	30288	49499	2390392	12851165	454430	162998	41137
2020-05-14	308625403	108359	4995624	34270	49499	2493789	13648078	482572	173920	44978
2020-05-15	307480664	113403	5190156	38337	49499	2599573	14479274	511923	185357	49094
2020-05-16	306294458	118569	5388225	42493	49499	2707727	15345538	542509	197322	53491
2020-05-17	305066280	123858	5589585	46739	49499	2818218	16247646	574359	209826	58174
2020-05-18	303795726	129268	5793924	51081	49499	2930989	17186363	607499	222883	63150
2020-05-19	302482505	134799	6000862	55520	49499	3045961	18162430	641955	236505	68423
2020-05-20	301126461	140451	6209944	60061	49499	3163022	19176562	677752	250703	73999
2020-05-21	299727591	146221	6420634	64704	49499	3282034	20229432	714914	265491	79885
2020-05-22	298286066	152105	6632309	69453	49499	3402818	21321664	753463	280881	86086
2020-05-23	296802244	158099	6844261	74307	49499	3525160	22453820	793418	296884	92610
2020-05-24	295276649	164197	7055736	79268	49499	3648801	23626387	834797	313511	99462
2020-05-25	293709949	170392	7265973	84335	49499	3773440	24839763	877612	330773	106649
2020-05-26	292102963	176674	7474202	89507	49499	3898733	26094242	921875	348680	114179
2020-05-27	290456673	183033	7679647	94783	49499	4024307	27390002	967591	367239	122057
2020-05-28	288772224	189455	7881517	100158	49499	4149760	28727096	1014762	386459	130291
2020-05-29	287050924	195928	8079016	105630	49499	4274673	30105443	1063385	406346	138886
2020-05-30	285294244	202434	8271344	111194	49499	4398611	31524825	1113450	426905	147849
2020-05-31	283503808	208958	8457704	116842	49499	4521127	32984878	1164946	448137	157185
2020-06-01	281681389	215481	8637309	122569	49499	4641763	34485090	1217854	470046	166900
2020-06-02	279828901	221984	8809393	128365	49499	4760058	36024800	1272149	492629	176999
2020-06-03	277948390	228448	8973216	134221	49499	4875546	37603195	1327803	515884	187486
2020-06-04	276042020	234851	9128069	140126	49499	4987762	39219307	1384782	539806	198365
2020-06-05	274112063	241173	9273290	146070	49499	5096247	40872020	1443045	564389	209638
2020-06-06	272160889	247392	9408259	152039	49499	5200551	42560064	1502547	589624	221308
2020-06-07	270190944	253486	9532416	158020	49499	5300235	44282024	1563237	615498	233376
2020-06-08	268204743	259433	9645258	163999	49499	5394882	46036344	1625061	641998	245842
2020-06-09	266204849	265211	9746351	169960	49499	5484092	47821332	1687959	669109	258706
2020-06-10	264193858	270800	9835327	175889	49499	5567495	49635165	1751865	696811	271967
2020-06-11	262174383	276178	9911897	181769	49499	5644747	51475906	1816711	725086	285622
2020-06-12	260149038	281325	9975845	187582	49499	5715541	53341504	1882424	753910	299666
2020-06-13	258120429	286222	10027027	193314	49499	5779601	55229813	1948928	783259	314096
2020-06-14	256091157	290850	10065350	198945	49499	5836695	57138599	2016145	813105	328905
2020-06-15	254063807	295193	10090773	204459	49499	5886627	59065556	2083992	843422	344086
2020-06-16	252040932	299234	10103307	209840	49499	5929240	61008317	2152385	874178	359631
2020-06-17	250025041	302961	10103019	215069	49499	5964414	62964467	2221241	905343	375530
2020-06-18	248018586	306360	10090033	220131	49499	5992064	64931553	2290471	936883	391774
2020-06-19	246023953	309419	10064530	225010	49499	6012139	66907100	2359988	968763	408350
2020-06-20	244043452	312131	10026744	229689	49499	6024622	68888618	2429706	1000949	425246
2020-06-21	242079308	314486	9976961	234155	49499	6029531	70873612	2499534	1033403	442448
2020-06-22	240133654	316479	9915517	238392	49499	6026917	72859600	2569387	1066090	459942
2020-06-23	238208526	318105	9842791	242389	49499	6016863	74844117	2639178	1098970	477711
2020-06-24	236305851	319360	9759205	246132	49499	5999486	76824727	2708820	1132007	495741
2020-06-25	234427448	320244	9665217	249610	49499	5974932	78799037	2778229	1165162	514013
2020-06-26	232575021	320756	9561320	252813	49499	5943377	80764705	2847323	1198395	532509
2020-06-27	230750155	320899	9448032	255731	49499	5905025	82719448	2916022	1231669	551211
2020-06-28	228954316	320675	9325900	258358	49499	5860102	84661050	2984248	1264946	570100
2020-06-29	227188846	320090	9195486	260685	49499	5808862	86587376	3051925	1298188	589156
2020-06-30	225454966	319150	9057371	262708	49499	5751577	88496371	3118983	1331357	608358
2020-07-01	223753774	317862	8912146	264421	49499	5688536	90386074	3185351	1364417	627688
2020-07-02	222086245	316236	8760408	265822	49499	5620047	92254620	3250965	1397332	647123
2020-07-03	220453236	314280	8602758	266909	49499	5546430	94100244	3315763	1430067	666643
2020-07-04	218855479	312008	8439801	267681	49499	5468016	95921290	3379687	1462590	686226
2020-07-05	217293587	309429	8272140	268139	49499	5385144	97716209	3442683	1494866	705853
2020-07-06	215768056	306559	8100377	268284	49499	5298160	99483563	3504700	1526865	725502
2020-07-07	214279267	303409	7925107	268119	49499	5207415	101222031	3565693	1558558	745151
2020-07-08	212827496	299996	7746910	267648	49499	5113264	102930405	3625620	1589915	764782
2020-07-09	211412912	296333	7566353	266877	49499	5016059	104607594	3684442	1620910	784373
2020-07-10	210035587	292437	7383984	265810	49499	4916156	106252623	3742126	1651517	803904
2020-07-11	208695501	288324	7200329	264456	49499	4813903	107864633	3798642	1681713	823356
2020-07-12	207392543	284009	7015894	262822	49499	4709646	109442878	3853964	1711476	842709
2020-07-13	206126523	279509	6831158	260916	49499	4603721	110986726	3908070	1740785	861947
2020-07-14	204897173	274841	6646576	258749	49499	4496457	112495655	3960944	1769622	881049
2020-07-15	203704153	270021	6462577	256330	49499	4388171	113969249	4012570	1797969	900000
2020-07-16	202547060	265066	6279559	253670	49499	4279168	115407194	4062938	1825812	918783
2020-07-17	201425431	259992	6097896	250781	49499	4169741	116809278	4112041	1853137	937382
2020-07-18	200338750	254814	5917933	247674	49499	4060169	118175380	4159875	1879933	955782
2020-07-19	199286451	249549	5739985	244361	49499	3950713	119505472	4206440	1906188	973969
2020-07-20	198267929	244212	5564342	240855	49499	3841623	120799611	4251738	1931895	991929
2020-07-21	197282536	238817	5391265	237168	49499	3733132	122057933	4295775	1957046	1009650
2020-07-22	196329597	233378	5220988	233314	49499	3625454	123280649	4338558	1981635	1027120
2020-07-23	195408405	227910	5053721	229306	49499	3518791	124468040	4380098	2005660	1044329
2020-07-24	194518231	222426	4889647	225156	49499	3413325	125620451	4420407	2029116	1061265
2020-07-25	193658327	216937	4728925	220877	49499	3309226	126738288	4459500	2052003	1077921
2020-07-26	192827932	211455	4571689	216483	49499	3206646	127822009	4497394	2074320	1094288
2020-07-27	192026273	205992	4418052	211985	49499	3105720	128872120	4534106	2096070	1110359
2020-07-28	191252569	200557	4268107	207398	49499	3006570	129889173	4569656	2117253	1126126
2020-07-29	190506035	195161	4121927	202732	49499	2909304	130873757	4604065	2137873	1141585
2020-07-30	189785884	189813	3979564	198000	49499	2814013	131826496	4637357	2157934	1156731
2020-07-31	189091331	184520	3841058	193214	49499	2720777	132748043	4669553	2177442	1171558
2020-08-01	188421594	179290	3706430	188384	49499	2629662	133639076	4700678	2196403	1186065
2020-08-02	187775896	174130	3575688	183522	49499	2540722	134500294	4730757	2214823	1200248
2020-08-03	187153469	169047	3448827	178638	49499	2454001	135332413	4759815	2232709	1214106
2020-08-04	186553553	164045	3325831	173741	49499	2369531	136136163	4787878	2250070	1227637
2020-08-05	185975400	159130	3206671	168843	49499	2287334	136912282	4814972	2266915	1240841
2020-08-06	185418273	154306	3091311	163950	49499	2207425	137661518	4841124	2283252	1253718
2020-08-07	184881450	149576	2979704	159073	49499	2129808	138384621	4866359	2299091	1266268
2020-08-08	184364222	144945	2871798	154219	49499	2054482	139082342	4890706	2314442	1278493
2020-08-09	183865895	140415	2767533	149396	49499	1981436	139755431	4914190	2329316	1290395
2020-08-10	183385793	135987	2666843	144610	49499	1910656	140404637	4936837	2343721	1301975
2020-08-11	182923255	131664	2569657	139868	49499	1842120	141030700	4958675	2357671	1313237
2020-08-12	182477637	127448	2475900	135176	49499	1775802	141634356	4979727	2371174	1324183
2020-08-13	182048312	123338	2385495	130540	49499	1711671	142216328	5000021	2384243	1334817
2020-08-14	181634671	119336	2298359	125964	49499	1649693	142777334	5019582	2396889	1345144
2020-08-15	181236123	115441	2214411	121454	49499	1589829	143318077	5038433	2409122	1355166
2020-08-16	180852095	111655	2133564	117013	49499	1532039	143839247	5056600	2420954	1364889
2020-08-17	180482029	107975	2055733	112646	49499	1476278	144341523	5074106	2432395	1374317
2020-08-18	180125389	104403	1980831	108356	49499	1422501	144825567	5090975	2443458	1383454
2020-08-19	179781652	100936	1908771	104147	49499	1370661	145292029	5107229	2454153	1392305
2020-08-20	179450315	97574	1839465	100022	49499	1320709	145741541	5122891	2464491	1400875
2020-08-21	179130891	94315	1772827	95983	49499	1272596	146174719	5137983	2474482	1409170
2020-08-22	178822912	91159	1708770	92032	49499	1226270	146592164	5152524	2484139	1417194
2020-08-23	178525923	88103	1647208	88171	49499	1181682	146994460	5166537	2493470	1424953
2020-08-24	178239489	85146	1588058	84401	49499	1138778	147382174	5180040	2502488	1432454
2020-08-25	177963187	82286	1531236	80723	49499	1097510	147755856	5193053	2511201	1439702
2020-08-26	177696613	79521	1476661	77138	49499	1057824	148116041	5205595	2519619	1446703
2020-08-27	177439376	76849	1424251	73645	49499	1019671	148463245	5217684	2527754	1453464
2020-08-28	177191100	74268	1373930	70245	49499	983000	148797969	5229338	2535614	1459990
2020-08-29	176951425	71776	1325619	66937	49499	947761	149120696	5240573	2543209	1466287
2020-08-30	176720003	69370	1279244	63722	49499	913905	149431894	5251405	2550547	1472363
2020-08-31	176496500	67049	1234733	60598	49499	881384	149732015	5261852	2557639	1478222
2020-09-01	176280595	64810	1192013	57565	49499	850150	150021495	5271927	2564492	1483872
