time	susceptible	severe	exposed	overflow	ICU	infectious	cumulative_recovered	cumulative_hospitalized	cumulative_critical	cumulative_fatality
2020-05-26	324452715	8343	229142	0	11050	142597	2313820	78245	32251	9769
2020-05-27	324408654	8329	226810	0	11129	141583	2360794	79894	33121	10139
2020-05-28	324365114	8310	224395	0	11200	140479	2407428	81531	33989	10511
2020-05-29	324322101	8285	221913	0	11265	139294	2453694	83154	34856	10885
2020-05-30	324279620	8255	219376	0	11323	138036	2499565	84763	35720	11262
2020-05-31	324237675	8221	216795	0	11373	136713	2545018	86358	36580	11641
2020-06-01	324196268	8181	214180	0	11417	135335	2590034	87937	37438	12021
2020-06-02	324155402	8137	211539	0	11454	133909	2634594	89499	38291	12403
2020-06-03	324115075	8089	208878	0	11484	132443	2678683	91045	39140	12786
2020-06-04	324075287	8038	206204	0	11507	130943	2722288	92574	39984	13170
2020-06-05	324036039	7982	203522	0	11523	129416	2765400	94086	40822	13555
2020-06-06	323997327	7924	200837	0	11532	127867	2808010	95579	41655	13940
2020-06-07	323959151	7863	198153	0	11535	126301	2850109	97055	42482	14325
2020-06-08	323921508	7799	195472	0	11532	124722	2891695	98512	43303	14711
2020-06-09	323884396	7732	192796	0	11522	123134	2932761	99951	44116	15096
2020-06-10	323847814	7664	190127	0	11507	121539	2973305	101371	44924	15481
2020-06-11	323811760	7593	187465	0	11486	119941	3013326	102773	45724	15866
2020-06-12	323776232	7521	184812	0	11459	118342	3052822	104157	46516	16249
2020-06-13	323741230	7447	182166	0	11426	116743	3091792	105522	47302	16632
2020-06-14	323706751	7372	179528	0	11389	115146	3130237	106868	48079	17014
2020-06-15	323672793	7296	176897	0	11347	113551	3168158	108196	48849	17394
2020-06-16	323639357	7219	174274	0	11299	111960	3205555	109506	49612	17773
2020-06-17	323606440	7141	171658	0	11248	110371	3242428	110797	50366	18151
2020-06-18	323574041	7062	169049	0	11192	108787	3278780	112069	51112	18527
2020-06-19	323542159	6982	166446	0	11132	107207	3314610	113324	51850	18900
2020-06-20	323510793	6902	163850	0	11068	105630	3349921	114560	52580	19272
2020-06-21	323479942	6821	161259	0	11001	104058	3384713	115778	53301	19642
2020-06-22	323449606	6740	158674	0	10930	102490	3418988	116977	54014	20009
2020-06-23	323419785	6658	156092	0	10856	100925	3452747	118158	54719	20374
2020-06-24	323390478	6575	153514	0	10779	99365	3485991	119322	55415	20736
2020-06-25	323361684	6492	150938	0	10699	97807	3518721	120467	56102	21096
2020-06-26	323333406	6409	148363	0	10616	96252	3550938	121594	56781	21453
2020-06-27	323305642	6325	145789	0	10530	94700	3582643	122703	57452	21808
2020-06-28	323278394	6241	143215	0	10442	93150	3613837	123795	58113	22159
2020-06-29	323251661	6157	140639	0	10351	91602	3644519	124868	58766	22508
2020-06-30	323225445	6072	138062	0	10258	90054	3674692	125923	59410	22853
2020-07-01	323199744	5987	135485	0	10164	88507	3704354	126960	60046	23196
2020-07-02	323174555	5902	132911	0	10067	86961	3733506	127980	60672	23535
2020-07-03	323149876	5817	130343	0	9968	85415	3762148	128981	61290	23871
2020-07-04	323125703	5731	127783	0	9867	83869	3790280	129965	61898	24203
2020-07-05	323102031	5645	125237	0	9765	82325	3817903	130931	62498	24533
2020-07-06	323078854	5558	122707	0	9661	80782	3845016	131878	63089	24858
2020-07-07	323056165	5472	120200	0	9556	79244	3871620	132808	63671	25181
2020-07-08	323033956	5385	117719	0	9449	77711	3897718	133721	64244	25500
2020-07-09	323012218	5298	115269	0	9340	76185	3923311	134615	64807	25815
2020-07-10	322990941	5211	112856	0	9231	74670	3948401	135492	65362	26126
2020-07-11	322970114	5124	110486	0	9120	73166	3972993	136351	65908	26434
2020-07-12	322949724	5037	108162	0	9008	71678	3997089	137193	66444	26739
2020-07-13	322929758	4951	105891	0	8895	70207	4020697	138018	66971	27039
2020-07-14	322910202	4865	103677	0	8781	68756	4043820	138825	67490	27336
2020-07-15	322891040	4779	101526	0	8667	67329	4066468	139616	67999	27629
2020-07-16	322872256	4694	99443	0	8551	65929	4088647	140391	68500	27918
2020-07-17	322853835	4609	97431	0	8435	64558	4110366	141149	68992	28203
2020-07-18	322835760	4526	95493	0	8319	63220	4131636	141892	69474	28484
2020-07-19	322818016	4443	93630	0	8202	61917	4152468	142620	69949	28762
2020-07-20	322800586	4362	91846	0	8085	60652	4172873	143332	70414	29035
2020-07-21	322783454	4281	90140	0	7967	59426	4192863	144030	70871	29305
2020-07-22	322766604	4203	88514	0	7850	58243	4212453	144714	71320	29570
2020-07-23	322750019	4126	86968	0	7733	57103	4231656	145384	71761	29832
2020-07-24	322733683	4050	85504	0	7617	56007	4250487	146042	72193	30090
2020-07-25	322717579	3976	84120	0	7500	54958	4268959	146687	72618	30344
2020-07-26	322701693	3905	82817	0	7385	53954	4287089	147320	73035	30594
2020-07-27	322686007	3835	81595	0	7270	52998	4304892	147941	73445	30840
2020-07-28	322670505	3767	80454	0	7156	52089	4322382	148552	73847	31082
2020-07-29	322655172	3701	79394	0	7043	51229	4339576	149152	74242	31321
2020-07-30	322639992	3638	78414	0	6932	50416	4356490	149743	74631	31556
2020-07-31	322624949	3577	77513	0	6822	49651	4373139	150324	75013	31787
2020-08-01	322610028	3518	76692	0	6713	48934	4389538	150897	75389	32014
2020-08-02	322595213	3461	75948	0	6606	48266	4405705	151461	75758	32238
2020-08-03	322580490	3407	75282	0	6500	47645	4421654	152018	76122	32458
2020-08-04	322565845	3355	74691	0	6397	47072	4437402	152569	76480	32675
2020-08-05	322551265	3305	74173	0	6295	46547	4452964	153112	76832	32889
2020-08-06	322536737	3258	73725	0	6196	46068	4468355	153650	77180	33098
2020-08-07	322522249	3214	73346	0	6098	45635	4483591	154182	77522	33305
2020-08-08	322507789	3171	73032	0	6003	45246	4498686	154710	77860	33509
2020-08-09	322493346	3132	72781	0	5910	44902	4513657	155233	78194	33709
2020-08-10	322478910	3094	72590	0	5820	44601	4528516	155753	78523	33906
2020-08-11	322464471	3059	72456	0	5732	44341	4543278	156269	78849	34100
2020-08-12	322450022	3027	72374	0	5647	44120	4557956	156782	79171	34291
2020-08-13	322435553	2997	72342	0	5565	43938	4572563	157293	79489	34480
2020-08-14	322421059	2969	72355	0	5485	43793	4587112	157802	79805	34665
2020-08-15	322406532	2943	72409	0	5408	43682	4601615	158309	80117	34849
2020-08-16	322391970	2920	72500	0	5333	43603	4616082	158816	80427	35029
2020-08-17	322377367	2898	72622	0	5262	43556	4630525	159321	80735	35207
2020-08-18	322362722	2879	72772	0	5193	43536	4644952	159826	81040	35383
2020-08-19	322348030	2862	72946	0	5127	43542	4659374	160331	81343	35556
2020-08-20	322333290	2846	73139	0	5064	43572	4673799	160837	81644	35727
2020-08-21	322318498	2832	73351	0	5004	43622	4688233	161342	81944	35897
2020-08-22	322303654	2820	73578	0	4946	43690	4702684	161848	82243	36064
2020-08-23	322288756	2810	73818	0	4891	43775	4717158	162356	82540	36229
2020-08-24	322273802	2801	74069	0	4839	43874	4731659	162864	82836	36393
2020-08-25	322258791	2793	74330	0	4790	43986	4746192	163373	83131	36554
2020-08-26	322243722	2787	74599	0	4744	44108	4760762	163884	83425	36714
2020-08-27	322228594	2782	74876	0	4699	44240	4775372	164396	83719	36873
2020-08-28	322213407	2778	75159	0	4658	44381	4790024	164910	84012	37030
2020-08-29	322198158	2775	75449	0	4619	44528	4804722	165425	84304	37186
2020-08-30	322182847	2773	75744	0	4582	44682	4819468	165942	84596	37341
2020-08-31	322167473	2772	76046	0	4548	44841	4834264	166461	84888	37494
2020-09-01	322152033	2772	76353	0	4516	45006	4849112	166982	85180	37646
