day,date,hospitalized,icu,ventilated
21,2020-04-29,6777.874122715448,2484.8205480741804,1795.0043930697414
22,2020-04-30,7156.746500853702,2624.0705640324027,1895.714101425061
23,2020-05-01,7555.440492020209,2770.64769050736,2001.7369424411436
24,2020-05-02,7974.833772871432,2924.8814582104696,2113.313565888269
25,2020-05-03,8415.823869951773,3087.109538850959,2230.690794086879
26,2020-05-04,8879.326104979125,3257.6770742897697,2354.1211655729658
27,2020-05-05,9366.271139175748,3436.935864542861,2483.8623788924056
28,2020-05-06,9877.602076985233,3625.2434001431966,2620.176626095654
29,2020-05-07,10414.271087860583,3822.961723679361,2763.3298049794753
30,2020-05-08,10977.235503464588,4030.4561047321013,2913.590598659917
31,2020-05-09,11567.453346686852,4248.093511960415,3071.229410682551
32,2020-05-10,12185.878248460362,4476.240865783002,3236.5171436082105
33,2020-05-11,12833.453708576024,4715.263055001147,3409.7238088841286
34,2020-05-12,13511.106657684173,4965.520700862579,3591.1169558549545
35,2020-05-13,14219.74027958675,5227.367652525483,3780.959908022648
36,2020-05-14,14960.226055926621,5501.148198704624,3979.509795168975
37,2020-05-15,15733.394999647127,5787.193981530669,4187.015370754193
38,2020-05-16,16540.02804930875,6085.8206003948635,4403.714605147255
39,2020-05-17,17380.845603700458,6397.323895853764,4629.832046776186
40,2020-05-18,18256.496185364012,6721.975906604295,4865.575945264014
41,2020-05-19,19167.54423284311,7060.020496177407,5111.135133086205
42,2020-05-20,20114.457034852545,7411.668650408439,5366.675665301086
43,2020-05-21,21097.590835285162,7777.093451984922,5632.3372205108035
44,2020-05-22,22117.176156158275,8156.424744502128,5908.229270449014
45,2020-05-23,23173.302406317074,8549.743505511999,6194.427030493322
46,2020-05-24,24265.901866981076,8957.07595605395,6490.967208987076
47,2020-05-25,25394.73317097219,9378.387443103324,6797.843579529024
48,2020-05-26,26559.36442055786,9813.576141234626,7115.002407336027
49,2020-05-27,27759.15611900446,10262.46663050057,7442.337768361884
50,2020-05-28,28993.244122791686,10724.803418969492,7779.686807996339
51,2020-05-29,30260.522854439565,11200.244490378234,8126.824994768305
52,2020-05-30,31559.62904937312,11688.354969738386,8483.461433397433
53,2020-05-31,32888.92634332589,12188.601012204232,8849.23431059522
54,2020-06-01,34246.49103844605,12700.344032742029,9223.70655598658
55,2020-06-02,35630.0994153129,13222.835405734175,9606.36180913519
56,2020-06-03,37037.21698314452,13755.211774152274,9996.600791594576
57,2020-06-04,38464.99008008477,14296.491116827568,10393.738189818854
58,2020-06-05,39910.240248006216,14845.569729078768,10797.000160257976
59,2020-06-06,41369.46181009743,15401.220275930114,11205.522571616031
60,2020-06-07,42838.823072979765,15962.091077766294,11618.350100632833
61,2020-06-08,44314.171556652684,16526.70678492589,12034.436296429201
62,2020-06-09,45791.04362379327,17093.470589874385,12452.644724019217
63,2020-06-10,47264.67883372681,17660.668112736486,12871.751289674754
64,2020-06-11,48730.039284956874,18226.47307772076,13290.447839121018
65,2020-06-12,50181.83413323955,18788.954874107265,13707.347103843302
66,2020-06-13,51614.54938008939,19346.088065931493,14120.989051004999
67,2020-06-14,53022.48292028901,19895.76387945113,14529.848668673687
68,2020-06-15,54399.78471812754,20435.803657334916,14932.345190453463
69,2020-06-16,55740.5018531947,20963.974223938858,15326.852732638676
70,2020-06-17,57038.62804082723,21478.005057988863,15711.712283244251
71,2020-06-18,58288.157093715854,21975.60711869753,16085.244946533654
72,2020-06-19,59483.139654302824,22454.493120280073,16445.76630994522
73,2020-06-20,60617.74239751449,22912.398999698773,16791.60176376254
74,2020-06-21,61686.30878541057,23347.106275102436,17121.10256876442
75,2020-06-22,62683.42035490161,23756.464949778587,17432.66243478589
76,2020-06-23,63603.95744194242,24138.41658043488,17724.73434500928
77,2020-06-24,64443.15819520323,24491.01710111156,17995.84733822709
78,2020-06-25,65196.67471299262,24812.458976636903,18244.62294550667
79,2020-06-26,65860.62515190712,25101.092253604045,18469.790969687703
80,2020-06-27,66431.64070576991,25355.444083314986,18670.20429675107
81,2020-06-28,66906.90643885621,25574.23631046845,18844.8524377925
82,2020-06-29,67284.19507660274,25756.400753505048,18992.87351924587
83,2020-06-30,67561.89300677931,25901.091846845506,19113.564466862255
84,2020-07-01,67739.01791983488,26007.696370591555,19206.389165111963
85,2020-07-02,67815.22771289182,26075.840057921727,19270.984417104708
86,2020-07-03,67790.82049070694,26105.39094225515,19307.163579440603
87,2020-07-04,67666.72571125516,26096.459382793764,19314.91779996147
88,2020-07-05,67444.48673553247,26049.39478555604,19294.41484230046
89,2020-07-06,67126.23524296383,25964.77911466325,19245.995537457216
90,2020-07-07,66714.6581582338,25843.417362658787,19170.167957355035
91,2020-07-08,66212.95789609244,25686.325216438476,19067.599456559212
92,2020-07-09,65624.806862603,25494.714214668842,18939.106774304775
93,2020-07-10,64954.29725069617,25269.97474151352,18785.644428223968
94,2020-07-11,64205.8872326088,25013.657238708838,18608.291662516247
95,2020-07-12,63384.34468126617,24727.452042723817,18408.23823597534
96,2020-07-13,62494.68954785884,24413.16826564433,18186.769348887596
97,2020-07-14,61542.1359861251,24072.712137836555,17945.25001232901
98,2020-07-15,60532.035248668864,23708.06521814996,17685.109159186497
99,2020-07-16,59469.82029144728,23321.262854632863,17407.823784001448
100,2020-07-17,58360.95291435096,22914.37324699106,17114.90337944741
