day,date,hospitalized,icu,ventilated
21,2020-04-29,3963.849675533391,1189.154902660017,792.7699351066776
22,2020-04-30,4358.761147300844,1307.6283441902542,871.7522294601695
23,2020-05-01,4787.749684691815,1436.324905407544,957.5499369383633
24,2020-05-02,5252.607848244275,1575.7823544732837,1050.5215696488558
25,2020-05-03,5754.961085862145,1726.4883257586407,1150.9922171724284
26,2020-05-04,6296.194938810964,1888.8584816432885,1259.2389877621918
27,2020-05-05,6877.370487759166,2063.2111463277506,1375.4740975518343
28,2020-05-06,7499.128069373939,2249.7384208121803,1499.8256138747856
29,2020-05-07,8161.5799741394,2448.473992241823,1632.3159948278826
30,2020-05-08,8864.193732348009,2659.258119704402,1772.8387464695988
31,2020-05-09,9605.668719492824,2881.700615847847,1921.1337438985684
32,2020-05-10,10383.810155973712,3115.143046792109,2076.7620311947394
33,2020-05-11,11195.406100412147,3358.621830123644,2239.0812200824294
34,2020-05-12,12036.114661835149,3610.8343985505417,2407.222932367029
35,2020-05-13,12900.370254955022,3870.1110764865152,2580.0740509910065
36,2020-05-14,13781.319111293938,4134.395733388177,2756.263822258785
37,2020-05-15,14670.795200416382,4401.238560124912,2934.1590400832793
38,2020-05-16,15559.347932977573,4667.804379893278,3111.869586595516
39,2020-05-17,16436.33222008869,4930.899666026606,3287.2664440177396
40,2020-05-18,17290.06939054685,5187.020817164055,3458.01387810937
41,2020-05-19,18108.08394495296,5432.425183485888,3621.616788990592
42,2020-05-20,18877.416133169812,5663.224839950926,3775.483226633951
43,2020-05-21,19585.004074607103,5875.501222382154,3917.0008149214336
44,2020-05-22,20218.122053584957,6065.436616075487,4043.6244107169914
45,2020-05-23,20764.854429844592,6229.456328953354,4152.970885968905
46,2020-05-24,21214.57823053311,6364.373469159938,4242.91564610663
47,2020-05-25,21558.422949898464,6467.526884969557,4311.68458997969
48,2020-05-26,21789.67431366269,6536.9022940987925,4357.934862732538
49,2020-05-27,21904.09042935737,6571.2271288072225,4380.818085871477
50,2020-05-28,21900.104051796952,6570.031215539086,4380.02081035939
51,2020-05-29,21778.89329063706,6533.667987191118,4355.778658127412
52,2020-05-30,21544.31405528536,6463.294216585578,4308.862811057072
53,2020-05-31,21202.699509634927,6360.809852890496,4240.539901926983
54,2020-06-01,20762.54322248604,6228.762966745795,4152.508644497211
55,2020-06-02,20234.092053896864,6070.227616169053,4046.818410779364
56,2020-06-03,19628.880971506238,5888.664291451918,3925.7761943012592
57,2020-06-04,18959.244351795758,5687.7733055386925,3791.848870359143
58,2020-06-05,18237.83691690094,5471.351075070299,3647.5673833801993
59,2020-06-06,17477.192872622865,5243.157861786836,3495.4385745245527
60,2020-06-07,16689.3450214013,5006.803506420401,3337.8690042802773
61,2020-06-08,15885.5177664425,4765.65532993275,3177.1035532885
62,2020-06-09,15075.900092000258,4522.770027600083,3015.1800184000604
63,2020-06-10,14269.497676905827,4280.849303071736,2853.899535381148
64,2020-06-11,13474.057844727999,4042.217353418382,2694.811568945588
65,2020-06-12,12696.05732436583,3808.817197309778,2539.211464873195
66,2020-06-13,11940.740762898116,3582.2222288694174,2388.1481525795825
67,2020-06-14,11212.197373432922,3363.6592120298883,2242.439474686602
68,2020-06-15,10513.463679468492,3154.039103840536,2102.69273589371
69,2020-06-16,9846.641666354728,2953.992499906424,1969.3283332709398
70,2020-06-17,9213.02342784719,2763.9070283541514,1842.604685569444
71,2020-06-18,8613.215319561423,2583.964595868427,1722.6430639122846
72,2020-06-19,8047.256494042929,2414.176948212873,1609.4512988085917
73,2020-06-20,7514.728360098554,2254.418508029572,1502.9456720196758
74,2020-06-21,7014.852911014925,2104.4558733044832,1402.9705822030082
75,2020-06-22,6546.578979721642,1963.9736939164868,1309.3157959443342
76,2020-06-23,6108.656314596767,1832.5968943790358,1221.7312629193475
77,2020-06-24,5699.6979583344655,1709.9093875003455,1139.9395916668873
78,2020-06-25,5318.231794583495,1595.469538375066,1063.6463589167106
79,2020-06-26,4962.742345685256,1488.8227037055476,992.5484691370511
80,2020-06-27,4631.704000018304,1389.5112000054796,926.3408000036434
81,2020-06-28,4323.606854303624,1297.0820562911103,864.7213708607305
82,2020-06-29,4036.9763037362136,1211.0928911208466,807.3952607472602
83,2020-06-30,3770.3874237044947,1131.1162271113426,754.0774847408757
84,2020-07-01,3522.4750782578485,1056.7425234773546,704.4950156515697
85,2020-07-02,3291.9405746407574,987.5821723922272,658.3881149281515
86,2020-07-03,3077.5555685019353,923.2666705505981,615.5111137003987
87,2020-07-04,2878.1638161373558,863.4491448412009,575.632763227477
88,2020-07-05,2692.681271429523,807.8043814288685,538.536254285922
89,2020-07-06,2520.09493744059,756.028481232177,504.0189874880889
90,2020-07-07,2359.460806287243,707.8382418861729,471.8921612574777
91,2020-07-08,2209.901155589032,662.9703466767096,441.9802311177773
92,2020-07-09,2070.6014146484667,621.1804243945226,414.1202829296817
93,2020-07-10,1940.8067675776547,582.242030273308,388.1613535155484
94,2020-07-11,1819.8186227155384,545.9455868146615,363.9637245431077
95,2020-07-12,1706.991046788753,512.0973140366259,341.3982093577506
96,2020-07-13,1601.7272373007145,480.518171190226,320.34544746016036
97,2020-07-14,1503.4760866732104,451.04282600193983,300.69521733460715
98,2020-07-15,1411.728875812143,423.51866274364875,282.3457751624519
99,2020-07-16,1326.016122370027,397.8048367110023,265.2032244739821
100,2020-07-17,1245.904599322006,373.7713797966135,249.18091986441868
