day,date,hospitalized,icu,ventilated
-62,2020-01-31,,,
-61,2020-02-01,0.2606356864312924,0.0781907059293877,0.05212713728625845
-60,2020-02-02,0.3099498029201595,0.0929849408760478,0.06198996058403189
-59,2020-02-03,0.36859449450017445,0.11057834835005237,0.07371889890003491
-58,2020-02-04,0.43833516914047954,0.13150055074214384,0.08766703382809587
-57,2020-02-05,0.5212712611314405,0.1563813783394321,0.10425425222628815
-56,2020-02-06,0.619899430632652,0.18596982918979565,0.12397988612653033
-55,2020-02-07,0.7371887207697401,0.22115661623092198,0.14743774415394817
-54,2020-02-08,0.8766699346268663,0.26300098038805997,0.17533398692537316
-53,2020-02-09,1.0425419224898276,0.3127625767469482,0.2085083844979656
-52,2020-02-10,1.2397979786663722,0.37193939359991157,0.2479595957332743
-51,2020-02-11,1.4743761524573227,0.442312845737197,0.2948752304914646
-50,2020-02-12,1.7533379975793757,0.5260013992738122,0.35066759951587523
-49,2020-02-13,2.085081140193454,0.6255243420580361,0.41701622803869043
-48,2020-02-14,2.479592063405594,0.7438776190216783,0.49591841268111914
-47,2020-02-15,2.948746716275382,0.8846240148826148,0.5897493432550767
-46,2020-02-16,3.5066679943604058,1.0520003983081212,0.7013335988720808
-45,2020-02-17,4.170150849879786,1.2510452549639366,0.8340301699759571
-44,2020-02-18,4.959167824083465,1.48775034722504,0.9918335648166936
-43,2020-02-19,5.897470213446596,1.7692410640339773,1.179494042689318
-42,2020-02-20,7.013302957451394,2.103990887235419,1.4026605914902799
-41,2020-02-21,8.340254755219526,2.502076426565857,1.668050951043904
-40,2020-02-22,9.918268983577967,2.9754806950733883,1.9836537967155934
-39,2020-02-23,11.794845821990982,3.5384537465972983,2.3589691643981983
-38,2020-02-24,14.02647173470065,4.207941520410195,2.805294346940128
-37,2020-02-25,16.680319288989153,5.004095786696745,3.336063857797832
-36,2020-02-26,19.836268404367146,5.950880521310143,3.9672536808734264
-35,2020-02-27,23.5893097723292,7.076792931698755,4.717861954465839
-34,2020-02-28,28.05240264664502,8.415720793993508,5.610480529329006
-33,2020-02-29,33.35987281958248,10.007961845874739,6.671974563916493
-32,2020-03-01,39.6714527722599,11.90143583167798,7.934290554451984
-31,2020-03-02,47.17708519360218,14.153125558080646,9.43541703872043
-30,2020-03-03,56.10263386510161,16.83079015953048,11.220526773020325
-29,2020-03-04,66.71667297270153,20.015001891810456,13.343334594540309
-28,2020-03-05,79.3385580169882,23.801567405096463,15.867711603397638
-27,2020-03-06,94.3480195721205,28.304405871636135,18.869603914424104
-26,2020-03-07,112.19656627821007,33.658969883463016,22.43931325564199
-25,2020-03-08,133.42103691400882,40.02631107420268,26.684207382801787
-24,2020-03-09,158.65970467498573,47.5979114024957,31.73194093499714
-23,2020-03-10,188.67141160965753,56.601423482897246,37.734282321931516
-22,2020-03-11,224.35829955499935,67.3074898664998,44.87165991099985
-21,2020-03-12,266.7928081787452,80.03784245362357,53.35856163574903
-20,2020-03-13,317.2497335385194,95.17492006155584,63.44994670770387
-19,2020-03-14,377.24428492025845,113.17328547607747,75.4488569840517
-18,2020-03-15,448.5772470051893,134.5731741015568,89.71544940103786
-17,2020-03-16,533.3885523751796,160.01656571255387,106.67771047503584
-16,2020-03-17,634.2208000473415,190.26624001420248,126.8441600094684
-15,2020-03-18,754.0945233794205,226.2283570138261,150.81890467588414
-14,2020-03-19,896.5973195698889,268.9791958709666,179.31946391397753
-13,2020-03-20,1065.9893070497928,319.7967921149377,213.1978614099587
-12,2020-03-21,1267.32777948081,380.1983338442433,253.4655558961622
-11,2020-03-22,1506.6143774137681,451.98431322413035,301.3228754827537
-10,2020-03-23,1790.9685997698052,537.290579930941,358.1937199539607
-9,2020-03-24,2128.8320215957992,638.6496064787402,425.76640431915985
-8,2020-03-25,2530.208159529837,759.0624478589511,506.0416319059673
-7,2020-03-26,3006.943509177645,902.0830527532935,601.388701835529
-6,2020-03-27,3573.055830819554,1071.9167492458655,714.6111661639111
-5,2020-03-28,4245.11622083966,1273.5348662518982,849.0232441679318
-4,2020-03-29,5042.691783330287,1512.807534999085,1008.5383566660576
-3,2020-03-30,5988.855671810386,1796.6567015431174,1197.7711343620767
-2,2020-03-31,7110.7707048130105,2133.231211443903,1422.1541409626034
-1,2020-04-01,8440.35138588756,2532.1054157662675,1688.0702771775123
0,2020-04-02,10015.006578535336,3004.5019735605983,2003.0013157070662
1,2020-04-03,8314.922524700334,2494.4767574101024,1662.9845049400665
2,2020-04-04,9216.962133214562,2765.088639964364,1843.3924266429112
3,2020-04-05,10214.022963579278,3064.20688907379,2042.8045927158564
4,2020-04-06,11315.460226489275,3394.6380679467766,2263.0920452978535
5,2020-04-07,12531.398581546033,3759.419574463809,2506.2797163092073
6,2020-04-08,13872.759252685399,4161.827775805621,2774.551850537082
7,2020-04-09,15351.278282388696,4605.383484716607,3070.255656477737
8,2020-04-10,16979.51278851964,5093.8538365558925,3395.9025577039283
9,2020-04-11,18770.831444929325,5631.249433478799,3754.1662889858635
10,2020-04-12,20739.384689382015,6221.815406814603,4147.876937876405
